Radiopaedia embedding 50 dimensions
['#Benign_malignant']
['benign', 'malignant', 'fibroma', 'fibrosarcoma']   ('ossifying', 0.8148632689545494)
['gastritis', 'stomach', 'endometritis', 'uterus']   ('brca', 0.4435249147293486)
['esophagitis', 'esophagus', 'impetigo', 'skin']   ('barrett', 0.5631155422898048)
['esophagitis', 'esophagus', 'impetigo', 'skin']   ('feline', 0.5448758738970279)
['esophagitis', 'esophagus', 'impetigo', 'skin']   ('compresses', 0.525770110593794)
['esophagitis', 'esophagus', 'erysipelas', 'skin']   ('aflp', 0.6242536158057883)
['esophagitis', 'esophagus', 'erysipelas', 'skin']   ('henselae', 0.6009518180122051)
['esophagitis', 'esophagus', 'erysipelas', 'skin']   ('ß2', 0.5865366671622643)
['esophagitis', 'esophagus', 'cellulitis', 'skin']   ('pharynx', 0.5577281072383723)
['esophagitis', 'esophagus', 'cellulitis', 'skin']   ('exposuree', 0.5322532448799546)
['esophagitis', 'esophagus', 'cellulitis', 'skin']   ('trachea', 0.5294917729396741)
['esophagitis', 'esophagus', 'dermatitis', 'skin']   ('compresses', 0.538464765504029)
['esophagitis', 'esophagus', 'dermatitis', 'skin']   ('barrett', 0.5273840486987573)
['esophagitis', 'esophagus', 'dermatitis', 'skin']   ('midlineif', 0.5132443733728262)
['esophagitis', 'esophagus', 'osteomyelitis', 'bone']   ('gliclazide', 0.5109077080262269)
['esophagitis', 'esophagus', 'osteomyelitis', 'bone']   ('trachea', 0.5019840000799018)
['esophagitis', 'esophagus', 'osteomyelitis', 'bone']   ('peptidase', 0.4976146037536434)
['esophagitis', 'esophagus', 'pancreatitis', 'pancreas']   ('stomach', 0.532688701839343)
['esophagitis', 'esophagus', 'pancreatitis', 'pancreas']   ('trachea', 0.5295484711628944)
['esophagitis', 'esophagus', 'pancreatitis', 'pancreas']   ('ibg2', 0.5137327225450743)
['esophagitis', 'esophagus', 'prostatitis', 'prostate']   ('trachea', 0.5459253796289459)
['esophagitis', 'esophagus', 'prostatitis', 'prostate']   ('fcat', 0.5211537369753508)
['esophagitis', 'esophagus', 'prostatitis', 'prostate']   ('prostatic', 0.43948859675509955)
['esophagitis', 'esophagus', 'otitis', 'ear']   ('media', 0.6241333253637948)
['esophagitis', 'esophagus', 'otitis', 'ear']   ('adventitia', 0.5399856556308537)
['esophagitis', 'esophagus', 'otitis', 'ear']   ('intima', 0.5188934096252118)
['esophagitis', 'esophagus', 'pharyngitis', 'pharynx']   ('lymphadenectomy', 0.5212570292234983)
['esophagitis', 'esophagus', 'pharyngitis', 'pharynx']   ('barrett', 0.5168849785625446)
['esophagitis', 'esophagus', 'pharyngitis', 'pharynx']   ('ureterocele', 0.5111960936644739)
['esophagitis', 'esophagus', 'laryngitis', 'larynx'] Error - skipping
['esophagitis', 'esophagus', 'epiglottitis', 'epiglottis']   ('amnion', 0.5820689963192421)
['esophagitis', 'esophagus', 'epiglottitis', 'epiglottis']   ('omega', 0.5556008256157723)
['esophagitis', 'esophagus', 'epiglottitis', 'epiglottis']   ('transmantle', 0.5537218338853405)
['esophagitis', 'esophagus', 'cheilitis', 'lip']   ('feline', 0.6081873098132897)
['esophagitis', 'esophagus', 'cheilitis', 'lip']   ('aflp', 0.6026674706961238)
['esophagitis', 'esophagus', 'cheilitis', 'lip']   ('atonic', 0.6025118324702052)
['esophagitis', 'esophagus', 'appendicitis', 'appendix']   ('trachea', 0.5171370708037227)
['esophagitis', 'esophagus', 'appendicitis', 'appendix']   ('stomach', 0.5032766326584657)
['esophagitis', 'esophagus', 'appendicitis', 'appendix']   ('penicillium', 0.47729444200907534)
['esophagitis', 'esophagus', 'hepatitis', 'liver']   ('stomach', 0.5015972268317208)
['esophagitis', 'esophagus', 'hepatitis', 'liver']   ('hexachlorophene', 0.4571046359691529)
['esophagitis', 'esophagus', 'hepatitis', 'liver']   ('gadovist®', 0.4433735767843219)
['esophagitis', 'esophagus', 'cholecystitis', 'gallbladder']   ('gallbladder', 0.6052338279731317)
['esophagitis', 'esophagus', 'mastitis', 'breast']   ('glassy', 0.4907951663845525)
['esophagitis', 'esophagus', 'mastitis', 'breast']   ('stomach', 0.48979624440380176)
['esophagitis', 'esophagus', 'mastitis', 'breast']   ('nsclc', 0.461479932635367)
['esophagitis', 'esophagus', 'endometritis', 'uterus']   ('pharynx', 0.5117624013136373)
['esophagitis', 'esophagus', 'endometritis', 'uterus']   ('interposed', 0.47565934492356515)
['esophagitis', 'esophagus', 'endometritis', 'uterus']   ('stomach', 0.47281155172893446)
['impetigo', 'skin', 'osteomyelitis', 'bone']   ('include', 0.6320632506495079)
['impetigo', 'skin', 'osteomyelitis', 'bone']   ('femoropatellar', 0.6175050555983144)
['impetigo', 'skin', 'osteomyelitis', 'bone']   ('linagliptin', 0.5940623124836747)
['impetigo', 'skin', 'pancreatitis', 'pancreas']   ('iibg1', 0.600665341068582)
['impetigo', 'skin', 'pancreatitis', 'pancreas']   ('ivanatomic', 0.570276884325756)
['impetigo', 'skin', 'pancreatitis', 'pancreas']   ('include', 0.5637300312846876)
['impetigo', 'skin', 'prostatitis', 'prostate']   ('include', 0.5256910600259154)
['impetigo', 'skin', 'prostatitis', 'prostate']   ('femoropatellar', 0.5142220648280282)
['impetigo', 'skin', 'prostatitis', 'prostate']   ('changes', 0.5049211842829058)
['impetigo', 'skin', 'otitis', 'ear']   ('media', 0.5372180208267928)
['impetigo', 'skin', 'otitis', 'ear']   ('iibg1', 0.49870487940976627)
['impetigo', 'skin', 'otitis', 'ear']   ('ivanatomic', 0.49445638337197356)
['impetigo', 'skin', 'pharyngitis', 'pharynx']   ('clean', 0.48846405363693335)
['impetigo', 'skin', 'pharyngitis', 'pharynx']   ('fixative', 0.48688762758331444)
['impetigo', 'skin', 'pharyngitis', 'pharynx']   ('overlying', 0.48259792445314886)
['impetigo', 'skin', 'laryngitis', 'larynx'] Error - skipping
['impetigo', 'skin', 'epiglottitis', 'epiglottis']   ('pleuritispleural', 0.6147292477848679)
['impetigo', 'skin', 'epiglottitis', 'epiglottis']   ('sign', 0.5170831963241218)
['impetigo', 'skin', 'epiglottitis', 'epiglottis']   ('include', 0.4958647698448523)
['impetigo', 'skin', 'cheilitis', 'lip']   ('clean', 0.6544403873934717)
['impetigo', 'skin', 'cheilitis', 'lip']   ('dimpling', 0.6387495886679416)
['impetigo', 'skin', 'cheilitis', 'lip']   ('fixative', 0.6294154310016494)
['impetigo', 'skin', 'appendicitis', 'appendix']   ('iibg1', 0.613798134715904)
['impetigo', 'skin', 'appendicitis', 'appendix']   ('myh11', 0.6108159145250468)
['impetigo', 'skin', 'appendicitis', 'appendix']   ('ivanatomic', 0.598684492545326)
['impetigo', 'skin', 'hepatitis', 'liver']   ('gadovist®', 0.6227948309582901)
['impetigo', 'skin', 'hepatitis', 'liver']   ('include', 0.5914267613071675)
['impetigo', 'skin', 'hepatitis', 'liver']   ('iibg1', 0.5397351788828193)
['impetigo', 'skin', 'cholecystitis', 'gallbladder']   ('thickening', 0.5742007946908068)
['impetigo', 'skin', 'cholecystitis', 'gallbladder']   ('include', 0.5739576074020676)
['impetigo', 'skin', 'cholecystitis', 'gallbladder']   ('iibg1', 0.5735960375424444)
['impetigo', 'skin', 'mastitis', 'breast']   ('fibroadenomacomplex', 0.5340875758965977)
['impetigo', 'skin', 'mastitis', 'breast']   ('breast', 0.5207782911620392)
['impetigo', 'skin', 'endometritis', 'uterus']   ('overlying', 0.543685991786817)
['impetigo', 'skin', 'endometritis', 'uterus']   ('clean', 0.5025418207709638)
['impetigo', 'skin', 'endometritis', 'uterus']   ('margin', 0.4878647973063607)
['erysipelas', 'skin', 'osteomyelitis', 'bone']   ('thiazolidinediones', 0.6797708597259005)
['erysipelas', 'skin', 'osteomyelitis', 'bone']   ('linagliptin', 0.6595610891948767)
['erysipelas', 'skin', 'osteomyelitis', 'bone']   ('omeprazole', 0.64419538228942)
['erysipelas', 'skin', 'pancreatitis', 'pancreas']   ('thiazolidinediones', 0.6402351659945209)
['erysipelas', 'skin', 'pancreatitis', 'pancreas']   ('iibg1', 0.639178235841942)
['erysipelas', 'skin', 'pancreatitis', 'pancreas']   ('linagliptin', 0.6299782522092785)
['erysipelas', 'skin', 'prostatitis', 'prostate']   ('eo', 0.6411734315862246)
['erysipelas', 'skin', 'prostatitis', 'prostate']   ('nervesupplies', 0.600516340035229)
['erysipelas', 'skin', 'prostatitis', 'prostate']   ('chronic', 0.5821044077224751)
['erysipelas', 'skin', 'otitis', 'ear']   ('eo', 0.608110205442729)
['erysipelas', 'skin', 'otitis', 'ear']   ('iibg1', 0.571010194486913)
['erysipelas', 'skin', 'otitis', 'ear']   ('ivanatomic', 0.5681034007562394)
['erysipelas', 'skin', 'pharyngitis', 'pharynx']   ('nervesupplies', 0.5998546009033341)
['erysipelas', 'skin', 'pharyngitis', 'pharynx']   ('isometheptene', 0.4629644902094315)
['erysipelas', 'skin', 'pharyngitis', 'pharynx']   ('sepsis', 0.4520053146546861)
['erysipelas', 'skin', 'laryngitis', 'larynx'] Error - skipping
['erysipelas', 'skin', 'epiglottitis', 'epiglottis']   ('nervesupplies', 0.536907332379353)
['erysipelas', 'skin', 'epiglottitis', 'epiglottis']   ('femoropatellar', 0.5293528138824088)
['erysipelas', 'skin', 'epiglottitis', 'epiglottis']   ('pleuritispleural', 0.5195958971862491)
['erysipelas', 'skin', 'cheilitis', 'lip']   ('clean', 0.5990702133051327)
['erysipelas', 'skin', 'cheilitis', 'lip']   ('fixative', 0.5920633977208046)
['erysipelas', 'skin', 'cheilitis', 'lip']   ('dimpling', 0.5659383987723663)
['erysipelas', 'skin', 'appendicitis', 'appendix']   ('mllt3', 0.6712014067005423)
['erysipelas', 'skin', 'appendicitis', 'appendix']   ('nup214', 0.6698662601202128)
['erysipelas', 'skin', 'appendicitis', 'appendix']   ('myh11', 0.6679171026382549)
['erysipelas', 'skin', 'hepatitis', 'liver']   ('thiazolidinediones', 0.6124589331704098)
['erysipelas', 'skin', 'hepatitis', 'liver']   ('linagliptin', 0.5976908777375871)
['erysipelas', 'skin', 'hepatitis', 'liver']   ('eo', 0.5787529282257258)
['erysipelas', 'skin', 'cholecystitis', 'gallbladder']   ('nup214', 0.6634744037151447)
['erysipelas', 'skin', 'cholecystitis', 'gallbladder']   ('iibg1', 0.6355342490397249)
['erysipelas', 'skin', 'cholecystitis', 'gallbladder']   ('mllt3', 0.6339616737591451)
['erysipelas', 'skin', 'mastitis', 'breast']   ('nervesupplies', 0.6230696491572516)
['erysipelas', 'skin', 'mastitis', 'breast']   ('eo', 0.5763387270155285)
['erysipelas', 'skin', 'mastitis', 'breast']   ('granulomatous', 0.5549722338566216)
['erysipelas', 'skin', 'endometritis', 'uterus']   ('malignancies', 0.5177886456420164)
['erysipelas', 'skin', 'endometritis', 'uterus']   ('clean', 0.49710740398270625)
['erysipelas', 'skin', 'endometritis', 'uterus']   ('inflammatory', 0.4866666933615179)
['cellulitis', 'skin', 'osteomyelitis', 'bone']   ('changes', 0.46102271087117674)
['cellulitis', 'skin', 'osteomyelitis', 'bone']   ('nervesupplies', 0.41884091102666227)
['cellulitis', 'skin', 'osteomyelitis', 'bone']   ('include', 0.39333957956300947)
['cellulitis', 'skin', 'pancreatitis', 'pancreas']   ('changes', 0.4231271452049204)
['cellulitis', 'skin', 'pancreatitis', 'pancreas']   ('change', 0.4210809100660283)
['cellulitis', 'skin', 'pancreatitis', 'pancreas']   ('pancreatic', 0.40991940632465884)
['cellulitis', 'skin', 'prostatitis', 'prostate']   ('nervesupplies', 0.46366077445864823)
['cellulitis', 'skin', 'prostatitis', 'prostate']   ('personality', 0.4168423356582115)
['cellulitis', 'skin', 'prostatitis', 'prostate']   ('sid100', 0.4059773152829787)
['cellulitis', 'skin', 'otitis', 'ear']   ('media', 0.5668029396673266)
['cellulitis', 'skin', 'otitis', 'ear']   ('intima', 0.4683102362762818)
['cellulitis', 'skin', 'otitis', 'ear']   ('medium', 0.42090200024887686)
['cellulitis', 'skin', 'pharyngitis', 'pharynx']   ('sm', 0.5215285769294333)
['cellulitis', 'skin', 'pharyngitis', 'pharynx']   ('paid', 0.4873601802369919)
['cellulitis', 'skin', 'pharyngitis', 'pharynx']   ('product', 0.4771548147542994)
['cellulitis', 'skin', 'laryngitis', 'larynx'] Error - skipping
['cellulitis', 'skin', 'epiglottitis', 'epiglottis']   ('onion', 0.5149789513057528)
['cellulitis', 'skin', 'epiglottitis', 'epiglottis']   ('whirlpool', 0.47885002553678224)
['cellulitis', 'skin', 'epiglottitis', 'epiglottis']   ('snowman', 0.47245707486624955)
['cellulitis', 'skin', 'cheilitis', 'lip']   ('rashes', 0.5697996544818642)
['cellulitis', 'skin', 'cheilitis', 'lip']   ('hyperpigmentation', 0.5616929805319955)
['cellulitis', 'skin', 'cheilitis', 'lip']   ('casoni', 0.5524495825278226)
['cellulitis', 'skin', 'appendicitis', 'appendix']   ('mecom', 0.4920504152726922)
['cellulitis', 'skin', 'appendicitis', 'appendix']   ('myh11', 0.4802642837873429)
['cellulitis', 'skin', 'appendicitis', 'appendix']   ('nup214', 0.45529225291570335)
['cellulitis', 'skin', 'hepatitis', 'liver']   ('pbx1', 0.5769017840236441)
['cellulitis', 'skin', 'hepatitis', 'liver']   ('hexachlorophene', 0.5207041334732512)
['cellulitis', 'skin', 'hepatitis', 'liver']   ('il3', 0.5090217375616527)
['cellulitis', 'skin', 'cholecystitis', 'gallbladder']   ('nup214', 0.4285845842637782)
['cellulitis', 'skin', 'cholecystitis', 'gallbladder']   ('mecom', 0.4261526459463218)
['cellulitis', 'skin', 'cholecystitis', 'gallbladder']   ('rara', 0.4087491185633023)
['cellulitis', 'skin', 'mastitis', 'breast']   ('nervesupplies', 0.4980349096356968)
['cellulitis', 'skin', 'mastitis', 'breast']   ('cancers', 0.4208927742031077)
['cellulitis', 'skin', 'mastitis', 'breast']   ('cell', 0.41752338241344233)
['cellulitis', 'skin', 'endometritis', 'uterus']   ('product', 0.5333369640005452)
['cellulitis', 'skin', 'endometritis', 'uterus']   ('cleaning', 0.5198030092310117)
['cellulitis', 'skin', 'endometritis', 'uterus']   ('dimpling', 0.4977320466661058)
['dermatitis', 'skin', 'osteomyelitis', 'bone']   ('linagliptin', 0.6119991312904914)
['dermatitis', 'skin', 'osteomyelitis', 'bone']   ('thiazolidinediones', 0.5844692941880865)
['dermatitis', 'skin', 'osteomyelitis', 'bone']   ('plasis', 0.5783798910285425)
['dermatitis', 'skin', 'pancreatitis', 'pancreas']   ('plasis', 0.6082556295334692)
['dermatitis', 'skin', 'pancreatitis', 'pancreas']   ('mllt3', 0.5707099444849755)
['dermatitis', 'skin', 'pancreatitis', 'pancreas']   ('linagliptin', 0.563826828002652)
['dermatitis', 'skin', 'prostatitis', 'prostate']   ('plasis', 0.5807856999715177)
['dermatitis', 'skin', 'prostatitis', 'prostate']   ('eo', 0.5202130878425004)
['dermatitis', 'skin', 'prostatitis', 'prostate']   ('inflammation', 0.5164024265082028)
['dermatitis', 'skin', 'otitis', 'ear']   ('media', 0.5647817367028032)
['dermatitis', 'skin', 'otitis', 'ear']   ('plasis', 0.5360200522445543)
['dermatitis', 'skin', 'otitis', 'ear']   ('contrast', 0.4943443989291761)
['dermatitis', 'skin', 'pharyngitis', 'pharynx']   ('fixative', 0.4929969852763224)
['dermatitis', 'skin', 'pharyngitis', 'pharynx']   ('overlying', 0.48219944362906486)
['dermatitis', 'skin', 'pharyngitis', 'pharynx']   ('discolouration', 0.47938253971877487)
['dermatitis', 'skin', 'laryngitis', 'larynx'] Error - skipping
['dermatitis', 'skin', 'epiglottitis', 'epiglottis']   ('pleuritispleural', 0.6220918623195062)
['dermatitis', 'skin', 'epiglottitis', 'epiglottis']   ('cheek', 0.5538635095892611)
['dermatitis', 'skin', 'epiglottitis', 'epiglottis']   ('overlying', 0.5078191431740533)
['dermatitis', 'skin', 'cheilitis', 'lip']   ('fixative', 0.597507009731402)
['dermatitis', 'skin', 'cheilitis', 'lip']   ('discolouration', 0.5894836242603211)
['dermatitis', 'skin', 'cheilitis', 'lip']   ('induration', 0.5680775761723749)
['dermatitis', 'skin', 'appendicitis', 'appendix']   ('myh11', 0.6439879498709857)
['dermatitis', 'skin', 'appendicitis', 'appendix']   ('mllt3', 0.6425161624373463)
['dermatitis', 'skin', 'appendicitis', 'appendix']   ('plasis', 0.6330760317456863)
['dermatitis', 'skin', 'hepatitis', 'liver']   ('gadovist®', 0.6047841964163323)
['dermatitis', 'skin', 'hepatitis', 'liver']   ('plasis', 0.5783577363624036)
['dermatitis', 'skin', 'hepatitis', 'liver']   ('mllt3', 0.540585921413524)
['dermatitis', 'skin', 'cholecystitis', 'gallbladder']   ('mllt3', 0.5776868651691067)
['dermatitis', 'skin', 'cholecystitis', 'gallbladder']   ('plasis', 0.5733552581573282)
['dermatitis', 'skin', 'cholecystitis', 'gallbladder']   ('mkl1', 0.5726131031049397)
['dermatitis', 'skin', 'mastitis', 'breast']   ('subcutaneous', 0.5210381037727574)
['dermatitis', 'skin', 'mastitis', 'breast']   ('overlying', 0.5030950373115176)
['dermatitis', 'skin', 'mastitis', 'breast']   ('nervesupplies', 0.4983871782329826)
['dermatitis', 'skin', 'endometritis', 'uterus']   ('overlying', 0.5897837121916454)
['dermatitis', 'skin', 'endometritis', 'uterus']   ('fixative', 0.5228225278013872)
['dermatitis', 'skin', 'endometritis', 'uterus']   ('retractions', 0.5033928895431271)
['osteomyelitis', 'bone', 'pancreatitis', 'pancreas']   ('fluid', 0.4187242734637165)
['osteomyelitis', 'bone', 'pancreatitis', 'pancreas']   ('mllt3', 0.40195579529957814)
['osteomyelitis', 'bone', 'pancreatitis', 'pancreas']   ('myh11', 0.39864760345081474)
['osteomyelitis', 'bone', 'prostatitis', 'prostate']   ('aneurysmal', 0.48799846871243047)
['osteomyelitis', 'bone', 'prostatitis', 'prostate']   ('unicameral', 0.47576907042461763)
['osteomyelitis', 'bone', 'prostatitis', 'prostate']   ('cancellous', 0.4649808506402812)
['osteomyelitis', 'bone', 'otitis', 'ear']   ('media', 0.6212491455721039)
['osteomyelitis', 'bone', 'otitis', 'ear']   ('intima', 0.49775414343596114)
['osteomyelitis', 'bone', 'otitis', 'ear']   ('pooling', 0.4869102430222909)
['osteomyelitis', 'bone', 'pharyngitis', 'pharynx']   ('stock', 0.5402127487938171)
['osteomyelitis', 'bone', 'pharyngitis', 'pharynx']   ('enostosis', 0.527194985743705)
['osteomyelitis', 'bone', 'pharyngitis', 'pharynx']   ('aneursymal', 0.5134348498444874)
['osteomyelitis', 'bone', 'laryngitis', 'larynx'] Error - skipping
['osteomyelitis', 'bone', 'epiglottitis', 'epiglottis']   ('doughnut', 0.5707552040956771)
['osteomyelitis', 'bone', 'epiglottitis', 'epiglottis']   ('transmantle', 0.5702238426121355)
['osteomyelitis', 'bone', 'epiglottitis', 'epiglottis']   ('battle', 0.5649041206155623)
['osteomyelitis', 'bone', 'cheilitis', 'lip']   ('chondritis', 0.6708491004896313)
['osteomyelitis', 'bone', 'cheilitis', 'lip']   ('enostosis', 0.6267766081585735)
['osteomyelitis', 'bone', 'cheilitis', 'lip']   ('runny', 0.6266401865505462)
['osteomyelitis', 'bone', 'appendicitis', 'appendix']   ('myh11', 0.46097720610157256)
['osteomyelitis', 'bone', 'appendicitis', 'appendix']   ('mecom', 0.4571503647506806)
['osteomyelitis', 'bone', 'appendicitis', 'appendix']   ('mllt3', 0.44927336837041487)
['osteomyelitis', 'bone', 'hepatitis', 'liver']   ('b', 0.4971637269641582)
['osteomyelitis', 'bone', 'hepatitis', 'liver']   ('pbx1', 0.489600608176491)
['osteomyelitis', 'bone', 'hepatitis', 'liver']   ('c', 0.4836230206725819)
['osteomyelitis', 'bone', 'cholecystitis', 'gallbladder']   ('gallbladder', 0.4231554504852473)
['osteomyelitis', 'bone', 'mastitis', 'breast']   ('islands', 0.44740185165961754)
['osteomyelitis', 'bone', 'mastitis', 'breast']   ('autogenous', 0.4221560611991083)
['osteomyelitis', 'bone', 'mastitis', 'breast']   ('resorption', 0.41047896619191704)
['osteomyelitis', 'bone', 'endometritis', 'uterus']   ('turnover', 0.5539644116733519)
['osteomyelitis', 'bone', 'endometritis', 'uterus']   ('decreaseschronic', 0.5342238284507944)
['osteomyelitis', 'bone', 'endometritis', 'uterus']   ('stock', 0.49709268776061744)
['pancreatitis', 'pancreas', 'prostatitis', 'prostate']   ('divisum', 0.5741841949857927)
['pancreatitis', 'pancreas', 'prostatitis', 'prostate']   ('fishtail', 0.5701245614155078)
['pancreatitis', 'pancreas', 'prostatitis', 'prostate']   ('obstructionhead', 0.5481266145820918)
['pancreatitis', 'pancreas', 'otitis', 'ear']   ('media', 0.5562237296171086)
['pancreatitis', 'pancreas', 'otitis', 'ear']   ('isotonic', 0.5547780794220731)
['pancreatitis', 'pancreas', 'otitis', 'ear']   ('intima', 0.5137436385736288)
['pancreatitis', 'pancreas', 'pharyngitis', 'pharynx']   ('gandy', 0.5983497598888063)
['pancreatitis', 'pancreas', 'pharyngitis', 'pharynx']   ('cardioverter', 0.5943426856232998)
['pancreatitis', 'pancreas', 'pharyngitis', 'pharynx']   ('apheresis', 0.5873106694276131)
['pancreatitis', 'pancreas', 'laryngitis', 'larynx'] Error - skipping
['pancreatitis', 'pancreas', 'epiglottitis', 'epiglottis']   ('brudzinski', 0.6800993356038411)
['pancreatitis', 'pancreas', 'epiglottitis', 'epiglottis']   ('overlay', 0.6435716155404448)
['pancreatitis', 'pancreas', 'epiglottitis', 'epiglottis']   ('golden', 0.6177226102239306)
['pancreatitis', 'pancreas', 'cheilitis', 'lip']   ('gondii', 0.6864454685934125)
['pancreatitis', 'pancreas', 'cheilitis', 'lip']   ('macrolide', 0.6709387246194809)
['pancreatitis', 'pancreas', 'cheilitis', 'lip']   ('oligomenorrhea', 0.6709202655318957)
['pancreatitis', 'pancreas', 'appendicitis', 'appendix']   ('divisum', 0.5762404040169505)
['pancreatitis', 'pancreas', 'appendicitis', 'appendix']   ('duodenum', 0.4649251986476918)
['pancreatitis', 'pancreas', 'appendicitis', 'appendix']   ('obstructionhead', 0.44218669014993106)
['pancreatitis', 'pancreas', 'hepatitis', 'liver']   ('c', 0.4821589741487454)
['pancreatitis', 'pancreas', 'hepatitis', 'liver']   ('cirrhosis', 0.45139738650394046)
['pancreatitis', 'pancreas', 'hepatitis', 'liver']   ('medullaolivary', 0.43267462099943277)
['pancreatitis', 'pancreas', 'cholecystitis', 'gallbladder']   ('divisum', 0.6499463858859172)
['pancreatitis', 'pancreas', 'cholecystitis', 'gallbladder']   ('gallbladder', 0.5279251680421269)
['pancreatitis', 'pancreas', 'mastitis', 'breast']   ('littoral', 0.5267086212103849)
['pancreatitis', 'pancreas', 'mastitis', 'breast']   ('obstructionhead', 0.5261352056065266)
['pancreatitis', 'pancreas', 'mastitis', 'breast']   ('angioma', 0.5072700304702714)
['pancreatitis', 'pancreas', 'endometritis', 'uterus']   ('cystadenofibroma', 0.5285774251147084)
['pancreatitis', 'pancreas', 'endometritis', 'uterus']   ('connecticut', 0.519440338731031)
['pancreatitis', 'pancreas', 'endometritis', 'uterus']   ('kaposiform', 0.5174005963923884)
['prostatitis', 'prostate', 'otitis', 'ear']   ('contrast', 0.5310380588542967)
['prostatitis', 'prostate', 'otitis', 'ear']   ('enhanced', 0.5291924520204732)
['prostatitis', 'prostate', 'otitis', 'ear']   ('qin', 0.5127358842913292)
['prostatitis', 'prostate', 'pharyngitis', 'pharynx']   ('compareda', 0.5141725643545045)
['prostatitis', 'prostate', 'pharyngitis', 'pharynx']   ('psma', 0.5093697533261905)
['prostatitis', 'prostate', 'pharyngitis', 'pharynx']   ('iaslc', 0.5016197505714982)
['prostatitis', 'prostate', 'laryngitis', 'larynx'] Error - skipping
['prostatitis', 'prostate', 'epiglottitis', 'epiglottis']   ('quad', 0.5921527502810441)
['prostatitis', 'prostate', 'epiglottitis', 'epiglottis']   ('omega', 0.5550884849696943)
['prostatitis', 'prostate', 'epiglottitis', 'epiglottis']   ('penguin', 0.5445557444131606)
['prostatitis', 'prostate', 'cheilitis', 'lip']   ('chondritis', 0.6457154132747891)
['prostatitis', 'prostate', 'cheilitis', 'lip']   ('tracheoplasty', 0.613246781291817)
['prostatitis', 'prostate', 'cheilitis', 'lip']   ('fundic', 0.6129443216569278)
['prostatitis', 'prostate', 'appendicitis', 'appendix']   ('historyconsider', 0.49727354900302745)
['prostatitis', 'prostate', 'appendicitis', 'appendix']   ('rectum', 0.49564277603006346)
['prostatitis', 'prostate', 'appendicitis', 'appendix']   ('cancer', 0.48146327113670434)
['prostatitis', 'prostate', 'hepatitis', 'liver']   ('c', 0.5406095625335126)
['prostatitis', 'prostate', 'hepatitis', 'liver']   ('il3', 0.5001323637577835)
['prostatitis', 'prostate', 'hepatitis', 'liver']   ('interpleural', 0.49061165883386654)
['prostatitis', 'prostate', 'cholecystitis', 'gallbladder']   ('gallbladder', 0.5409114621380267)
['prostatitis', 'prostate', 'mastitis', 'breast']   ('historyconsider', 0.6662276793873614)
['prostatitis', 'prostate', 'mastitis', 'breast']   ('qin', 0.6477914500029113)
['prostatitis', 'prostate', 'mastitis', 'breast']   ('cancer', 0.6351329208423915)
['prostatitis', 'prostate', 'endometritis', 'uterus']   ('cystssebaceous', 0.5425235473269671)
['prostatitis', 'prostate', 'endometritis', 'uterus']   ('qin', 0.5307113371751503)
['prostatitis', 'prostate', 'endometritis', 'uterus']   ('macrocalcifications', 0.51071925697739)
['otitis', 'ear', 'pharyngitis', 'pharynx']   ('5–2', 0.5575063956508196)
['otitis', 'ear', 'pharyngitis', 'pharynx']   ('lipiodol®', 0.5559106533541658)
['otitis', 'ear', 'pharyngitis', 'pharynx']   ('headabove', 0.532483711059928)
['otitis', 'ear', 'laryngitis', 'larynx'] Error - skipping
['otitis', 'ear', 'epiglottitis', 'epiglottis']   ('mushroom', 0.5204681151176388)
['otitis', 'ear', 'epiglottitis', 'epiglottis']   ('lemon', 0.5182109540959835)
['otitis', 'ear', 'epiglottitis', 'epiglottis']   ('banana', 0.5142942553349095)
['otitis', 'ear', 'cheilitis', 'lip']   ('surfer', 0.6597343839272202)
['otitis', 'ear', 'cheilitis', 'lip']   ('chondritis', 0.5935610449851466)
['otitis', 'ear', 'cheilitis', 'lip']   ('interrupting', 0.578750592014979)
['otitis', 'ear', 'appendicitis', 'appendix']   ('inner', 0.43075819180289243)
['otitis', 'ear', 'appendicitis', 'appendix']   ('ms325', 0.4223523687181581)
['otitis', 'ear', 'appendicitis', 'appendix']   ('eovist®', 0.4220525309142838)
['otitis', 'ear', 'hepatitis', 'liver']   ('hexachlorophene', 0.41864241297730276)
['otitis', 'ear', 'hepatitis', 'liver']   ('c', 0.40495893267563143)
['otitis', 'ear', 'hepatitis', 'liver']   ('limbic', 0.404030217621312)
['otitis', 'ear', 'cholecystitis', 'gallbladder']   ('cavity', 0.48214800896226984)
['otitis', 'ear', 'cholecystitis', 'gallbladder']   ('inner', 0.4716850094996499)
['otitis', 'ear', 'cholecystitis', 'gallbladder']   ('concha', 0.45003084546955485)
['otitis', 'ear', 'mastitis', 'breast']   ('cholesteatoma', 0.4342680893821493)
['otitis', 'ear', 'mastitis', 'breast']   ('ossicles', 0.4243632292283139)
['otitis', 'ear', 'mastitis', 'breast']   ('pleura', 0.39827490872134363)
['otitis', 'ear', 'endometritis', 'uterus']   ('surfer', 0.5054937612898529)
['otitis', 'ear', 'endometritis', 'uterus']   ('bullosa', 0.4784546732679904)
['otitis', 'ear', 'endometritis', 'uterus']   ('turbinate', 0.47006241097173906)
['pharyngitis', 'pharynx', 'laryngitis', 'larynx'] Error - skipping
['pharyngitis', 'pharynx', 'epiglottitis', 'epiglottis']   ('hummingbird', 0.45577332869157705)
