#Benign_malignant
benign,malignant,fibroma,fibrosarcoma
meningioma,meninges,ependymoma,brain
meningioma,meninges,glioma,brain
meningioma,meninges,oligodendroglioma,brain
meningioma,meninges,pheochromocytoma,adrenal
meningioma,meninges,retinoblastoma,retina
meningioma,meninges,hepatoblastoma,liver
meningioma,meninges,melanoma,skin
meningioma,meninges,fibroadenoma,breast
meningioma,meninges,fibroelastoma,heart
meningioma,meninges,androblastoma,ovary
medulloblastoma,brain,osteosarcoma,bone
medulloblastoma,brain,osteoma,bone
medulloblastoma,brain,neproblastoma,kidney
medulloblastoma,brain,hypernephroma,kidney
medulloblastoma,brain,myxoma,heart
medulloblastoma,brain,insulinoma,pancreas
medulloblastoma,brain,craniopharyngioma,pituitary
medulloblastoma,brain,prolactinoma,pituitary
medulloblastoma,brain,thymoma,thymus
medulloblastoma,brain,mesothelioma,mesothelium
medulloblastoma,brain,pheochromocytoma,adrenal
medulloblastoma,brain,retinoblastoma,retina
medulloblastoma,brain,hepatoblastoma,liver
medulloblastoma,brain,melanoma,skin
medulloblastoma,brain,fibroadenoma,breast
medulloblastoma,brain,fibroelastoma,heart
medulloblastoma,brain,androblastoma,ovary
astrocytoma,brain,osteosarcoma,bone
astrocytoma,brain,osteoma,bone
astrocytoma,brain,neproblastoma,kidney
astrocytoma,brain,hypernephroma,kidney
astrocytoma,brain,myxoma,heart
astrocytoma,brain,insulinoma,pancreas
astrocytoma,brain,craniopharyngioma,pituitary
astrocytoma,brain,prolactinoma,pituitary
astrocytoma,brain,thymoma,thymus
astrocytoma,brain,mesothelioma,mesothelium
astrocytoma,brain,pheochromocytoma,adrenal
astrocytoma,brain,retinoblastoma,retina
astrocytoma,brain,hepatoblastoma,liver
astrocytoma,brain,melanoma,skin
astrocytoma,brain,fibroadenoma,breast
astrocytoma,brain,fibroelastoma,heart
astrocytoma,brain,androblastoma,ovary
osteosarcoma,bone,neproblastoma,kidney
osteosarcoma,bone,hypernephroma,kidney
osteosarcoma,bone,myxoma,heart
osteosarcoma,bone,insulinoma,pancreas
osteosarcoma,bone,craniopharyngioma,pituitary
osteosarcoma,bone,prolactinoma,pituitary
osteosarcoma,bone,thymoma,thymus
osteosarcoma,bone,mesothelioma,mesothelium
osteosarcoma,bone,ependymoma,brain
osteosarcoma,bone,glioma,brain
osteosarcoma,bone,oligodendroglioma,brain
osteosarcoma,bone,pheochromocytoma,adrenal
osteosarcoma,bone,retinoblastoma,retina
osteosarcoma,bone,hepatoblastoma,liver
osteosarcoma,bone,melanoma,skin
osteosarcoma,bone,fibroadenoma,breast
osteosarcoma,bone,fibroelastoma,heart
osteosarcoma,bone,androblastoma,ovary
osteoma,bone,neproblastoma,kidney
osteoma,bone,hypernephroma,kidney
osteoma,bone,myxoma,heart
osteoma,bone,insulinoma,pancreas
osteoma,bone,craniopharyngioma,pituitary
osteoma,bone,prolactinoma,pituitary
osteoma,bone,thymoma,thymus
osteoma,bone,mesothelioma,mesothelium
osteoma,bone,ependymoma,brain
osteoma,bone,glioma,brain
osteoma,bone,oligodendroglioma,brain
osteoma,bone,pheochromocytoma,adrenal
osteoma,bone,retinoblastoma,retina
osteoma,bone,hepatoblastoma,liver
osteoma,bone,melanoma,skin
osteoma,bone,fibroadenoma,breast
osteoma,bone,fibroelastoma,heart
osteoma,bone,androblastoma,ovary
neproblastoma,kidney,myxoma,heart
neproblastoma,kidney,insulinoma,pancreas
neproblastoma,kidney,craniopharyngioma,pituitary
neproblastoma,kidney,prolactinoma,pituitary
neproblastoma,kidney,thymoma,thymus
neproblastoma,kidney,mesothelioma,mesothelium
neproblastoma,kidney,ependymoma,brain
neproblastoma,kidney,glioma,brain
neproblastoma,kidney,oligodendroglioma,brain
neproblastoma,kidney,pheochromocytoma,adrenal
neproblastoma,kidney,retinoblastoma,retina
neproblastoma,kidney,hepatoblastoma,liver
neproblastoma,kidney,melanoma,skin
neproblastoma,kidney,fibroadenoma,breast
neproblastoma,kidney,fibroelastoma,heart
neproblastoma,kidney,androblastoma,ovary
hypernephroma,kidney,myxoma,heart
hypernephroma,kidney,insulinoma,pancreas
hypernephroma,kidney,craniopharyngioma,pituitary
hypernephroma,kidney,prolactinoma,pituitary
hypernephroma,kidney,thymoma,thymus
hypernephroma,kidney,mesothelioma,mesothelium
hypernephroma,kidney,ependymoma,brain
hypernephroma,kidney,glioma,brain
hypernephroma,kidney,oligodendroglioma,brain
hypernephroma,kidney,pheochromocytoma,adrenal
hypernephroma,kidney,retinoblastoma,retina
hypernephroma,kidney,hepatoblastoma,liver
hypernephroma,kidney,melanoma,skin
hypernephroma,kidney,fibroadenoma,breast
hypernephroma,kidney,fibroelastoma,heart
hypernephroma,kidney,androblastoma,ovary
myxoma,heart,insulinoma,pancreas
myxoma,heart,craniopharyngioma,pituitary
myxoma,heart,prolactinoma,pituitary
myxoma,heart,thymoma,thymus
myxoma,heart,mesothelioma,mesothelium
myxoma,heart,ependymoma,brain
myxoma,heart,glioma,brain
myxoma,heart,oligodendroglioma,brain
myxoma,heart,pheochromocytoma,adrenal
myxoma,heart,retinoblastoma,retina
myxoma,heart,hepatoblastoma,liver
myxoma,heart,melanoma,skin
myxoma,heart,fibroadenoma,breast
myxoma,heart,androblastoma,ovary
insulinoma,pancreas,craniopharyngioma,pituitary
insulinoma,pancreas,prolactinoma,pituitary
insulinoma,pancreas,thymoma,thymus
insulinoma,pancreas,mesothelioma,mesothelium
insulinoma,pancreas,ependymoma,brain
insulinoma,pancreas,glioma,brain
insulinoma,pancreas,oligodendroglioma,brain
insulinoma,pancreas,pheochromocytoma,adrenal
insulinoma,pancreas,retinoblastoma,retina
insulinoma,pancreas,hepatoblastoma,liver
insulinoma,pancreas,melanoma,skin
insulinoma,pancreas,fibroadenoma,breast
insulinoma,pancreas,fibroelastoma,heart
insulinoma,pancreas,androblastoma,ovary
craniopharyngioma,pituitary,thymoma,thymus
craniopharyngioma,pituitary,mesothelioma,mesothelium
craniopharyngioma,pituitary,ependymoma,brain
craniopharyngioma,pituitary,glioma,brain
craniopharyngioma,pituitary,oligodendroglioma,brain
craniopharyngioma,pituitary,pheochromocytoma,adrenal
craniopharyngioma,pituitary,retinoblastoma,retina
craniopharyngioma,pituitary,hepatoblastoma,liver
craniopharyngioma,pituitary,melanoma,skin
craniopharyngioma,pituitary,fibroadenoma,breast
craniopharyngioma,pituitary,fibroelastoma,heart
craniopharyngioma,pituitary,androblastoma,ovary
prolactinoma,pituitary,thymoma,thymus
prolactinoma,pituitary,mesothelioma,mesothelium
prolactinoma,pituitary,ependymoma,brain
prolactinoma,pituitary,glioma,brain
prolactinoma,pituitary,oligodendroglioma,brain
prolactinoma,pituitary,pheochromocytoma,adrenal
prolactinoma,pituitary,retinoblastoma,retina
prolactinoma,pituitary,hepatoblastoma,liver
prolactinoma,pituitary,melanoma,skin
prolactinoma,pituitary,fibroadenoma,breast
prolactinoma,pituitary,fibroelastoma,heart
prolactinoma,pituitary,androblastoma,ovary
thymoma,thymus,mesothelioma,mesothelium
thymoma,thymus,ependymoma,brain
thymoma,thymus,glioma,brain
thymoma,thymus,oligodendroglioma,brain
thymoma,thymus,pheochromocytoma,adrenal
thymoma,thymus,retinoblastoma,retina
thymoma,thymus,hepatoblastoma,liver
thymoma,thymus,melanoma,skin
thymoma,thymus,fibroadenoma,breast
thymoma,thymus,fibroelastoma,heart
thymoma,thymus,androblastoma,ovary
mesothelioma,mesothelium,ependymoma,brain
mesothelioma,mesothelium,glioma,brain
mesothelioma,mesothelium,oligodendroglioma,brain
mesothelioma,mesothelium,pheochromocytoma,adrenal
mesothelioma,mesothelium,retinoblastoma,retina
mesothelioma,mesothelium,hepatoblastoma,liver
mesothelioma,mesothelium,melanoma,skin
mesothelioma,mesothelium,fibroadenoma,breast
mesothelioma,mesothelium,fibroelastoma,heart
mesothelioma,mesothelium,androblastoma,ovary
ependymoma,brain,pheochromocytoma,adrenal
ependymoma,brain,retinoblastoma,retina
ependymoma,brain,hepatoblastoma,liver
ependymoma,brain,melanoma,skin
ependymoma,brain,fibroadenoma,breast
ependymoma,brain,fibroelastoma,heart
ependymoma,brain,androblastoma,ovary
glioma,brain,pheochromocytoma,adrenal
glioma,brain,retinoblastoma,retina
glioma,brain,hepatoblastoma,liver
glioma,brain,melanoma,skin
glioma,brain,fibroadenoma,breast
glioma,brain,fibroelastoma,heart
glioma,brain,androblastoma,ovary
oligodendroglioma,brain,pheochromocytoma,adrenal
oligodendroglioma,brain,retinoblastoma,retina
oligodendroglioma,brain,hepatoblastoma,liver
oligodendroglioma,brain,melanoma,skin
oligodendroglioma,brain,fibroadenoma,breast
oligodendroglioma,brain,fibroelastoma,heart
oligodendroglioma,brain,androblastoma,ovary
pheochromocytoma,adrenal,retinoblastoma,retina
pheochromocytoma,adrenal,hepatoblastoma,liver
pheochromocytoma,adrenal,melanoma,skin
pheochromocytoma,adrenal,fibroadenoma,breast
pheochromocytoma,adrenal,fibroelastoma,heart
pheochromocytoma,adrenal,androblastoma,ovary
retinoblastoma,retina,hepatoblastoma,liver
retinoblastoma,retina,melanoma,skin
retinoblastoma,retina,fibroadenoma,breast
retinoblastoma,retina,fibroelastoma,heart
retinoblastoma,retina,androblastoma,ovary
hepatoblastoma,liver,melanoma,skin
hepatoblastoma,liver,fibroadenoma,breast
hepatoblastoma,liver,fibroelastoma,heart
hepatoblastoma,liver,androblastoma,ovary
melanoma,skin,fibroadenoma,breast
melanoma,skin,fibroelastoma,heart
melanoma,skin,androblastoma,ovary
fibroadenoma,breast,fibroelastoma,heart
fibroadenoma,breast,androblastoma,ovary
fibroelastoma,heart,androblastoma,ovary
